Tran	Lengthdiff	Power	Temp	Sag
tWRZ_2_PRJ	0.108226546422856	6389000	30.4216515362721	0.912649546088164
tPRJ_2_MIJ	8.8417012221953e-05	81000	0.0248533435124044	0.000745600305372132
tMIJ_2_POH	0.0014145749813963	469000	0.397626170090636	0.0119287851027191
tPOH_2_KOT	0.0281024126826708	469000	7.7899965856317	0.233699897568951
tKOT_2_ZWA	0.0724550539216864	9878000	20.0845610316581	0.602536830949744
tZWA_2_SKC	0.099131322780579	11519000	27.4792301540028	0.824376904620085
tSKC_2_KNC	0.103305242893271	9579000	29.114010341083	0.873420310232491
tKNC_2_JLK	0.0459313078954722	6402000	12.9445954106049	0.388337862318146
